"id","sex","age","marital","child","educ","source","smoke","smokenum","op1","op2","op3","op4","op5","op6","mast1","mast2","mast3","mast4","mast5","mast6","mast7","pn1","pn2","pn3","pn4","pn5","pn6","pn7","pn8","pn9","pn10","pn11","pn12","pn13","pn14","pn15","pn16","pn17","pn18","pn19","pn20","lifsat1","lifsat2","lifsat3","lifsat4","lifsat5","pss1","pss2","pss3","pss4","pss5","pss6","pss7","pss8","pss9","pss10","sest1","sest2","sest3","sest4","sest5","sest6","sest7","sest8","sest9","sest10","m1","m2","m3","m4","m5","m6","m7","m8","m9","m10","pc1","pc2","pc3","pc4","pc5","pc6","pc7","pc8","pc9","pc10","pc11","pc12","pc13","pc14","pc15","pc16","pc17","pc18","Rop2","Rop4","Rop6","Rmast1","Rmast3","Rmast4","Rmast6","Rmast7","Rpss4","Rpss5","Rpss7","Rpss8","Rsest3","Rsest5","Rsest7","Rsest9","Rsest10","Rpc1","Rpc2","Rpc7","Rpc11","Rpc15","Rpc16","toptim","tmast","tposaff","tnegaff","tlifesat","tpstress","tslfest","tmarlow","tpcoiss","agegp3","agegp5","educrec","LG10negaff","MAH_1","COO_1","MAH_2"
415.000000,2.000000,24.000000,4.000000,1.000000,5.000000,7.000000,2.000000,,3.000000,2.000000,3.000000,2.000000,4.000000,2.000000,2.000000,4.000000,2.000000,2.000000,4.000000,2.000000,3.000000,5.000000,5.000000,4.000000,4.000000,4.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,3.000000,5.000000,3.000000,5.000000,5.000000,4.000000,4.000000,5.000000,6.000000,5.000000,4.000000,3.000000,3.000000,3.000000,4.000000,3.000000,4.000000,3.000000,3.000000,3.000000,3.000000,2.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,2.000000,4.000000,3.000000,3.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,4.000000,4.000000,3.000000,3.000000,4.000000,4.000000,4.000000,2.000000,3.000000,2.000000,4.000000,4.000000,2.000000,2.000000,3.000000,3.000000,4.000000,4.000000,4.000000,4.000000,4.000000,3.000000,3.000000,3.000000,3.000000,2.000000,3.000000,2.000000,3.000000,3.000000,4.000000,4.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,3.000000,3.000000,22.000000,22.000000,49.000000,39.000000,23.000000,29.000000,35.000000,4.000000,51.000000,1.000000,1.000000,4.000000,1.62324929039790,0.95801619985160,0.00004534498440,18.10064320025162
9.000000,1.000000,39.000000,3.000000,1.000000,5.000000,1.000000,1.000000,2.000000,2.000000,3.000000,4.000000,3.000000,5.000000,4.000000,2.000000,4.000000,2.000000,3.000000,4.000000,2.000000,3.000000,4.000000,5.000000,4.000000,5.000000,3.000000,3.000000,3.000000,2.000000,5.000000,4.000000,4.000000,4.000000,4.000000,3.000000,2.000000,2.000000,2.000000,3.000000,4.000000,4.000000,7.000000,6.000000,5.000000,7.000000,5.000000,2.000000,2.000000,3.000000,5.000000,4.000000,3.000000,5.000000,4.000000,3.000000,3.000000,3.000000,4.000000,1.000000,4.000000,1.000000,4.000000,3.000000,3.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,4.000000,3.000000,3.000000,4.000000,3.000000,2.000000,5.000000,1.000000,1.000000,1.000000,5.000000,2.000000,4.000000,2.000000,4.000000,2.000000,2.000000,2.000000,3.000000,3.000000,2.000000,3.000000,3.000000,2.000000,3.000000,2.000000,1.000000,2.000000,1.000000,2.000000,4.000000,4.000000,2.000000,4.000000,2.000000,2.000000,3.000000,1.000000,1.000000,2.000000,4.000000,19.000000,21.000000,35.000000,35.000000,30.000000,22.000000,34.000000,5.000000,40.000000,2.000000,3.000000,4.000000,1.54406804435028,3.64075332624113,0.01585238936388,14.48201145513948
425.000000,2.000000,48.000000,4.000000,1.000000,2.000000,4.000000,2.000000,,3.000000,1.000000,3.000000,3.000000,3.000000,4.000000,3.000000,3.000000,2.000000,3.000000,3.000000,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,2.000000,1.000000,7.000000,7.000000,7.000000,6.000000,6.000000,1.000000,2.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,2.000000,4.000000,3.000000,3.000000,3.000000,1.000000,3.000000,2.000000,3.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3.000000,3.000000,4.000000,2.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,4.000000,3.000000,2.000000,2.000000,4.000000,4.000000,2.000000,2.000000,5.000000,3.000000,2.000000,2.000000,3.000000,2.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,2.000000,4.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,19.000000,19.000000,15.000000,14.000000,33.000000,19.000000,31.000000,8.000000,47.000000,3.000000,4.000000,1.000000,1.14612803567824,1.30741786655502,0.01404248311374,14.21429134117820
307.000000,1.000000,41.000000,5.000000,1.000000,2.000000,1.000000,2.000000,0.000000,3.000000,1.000000,5.000000,3.000000,5.000000,1.000000,2.000000,4.000000,1.000000,1.000000,4.000000,1.000000,2.000000,5.000000,5.000000,3.000000,5.000000,2.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,4.000000,2.000000,5.000000,5.000000,5.000000,5.000000,3.000000,1.000000,7.000000,6.000000,7.000000,7.000000,6.000000,4.000000,3.000000,5.000000,5.000000,4.000000,3.000000,3.000000,4.000000,5.000000,3.000000,4.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,4.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,2.000000,4.000000,5.000000,4.000000,4.000000,4.000000,3.000000,4.000000,4.000000,1.000000,3.000000,2.000000,2.000000,3.000000,2.000000,4.000000,2.000000,5.000000,3.000000,5.000000,3.000000,4.000000,4.000000,4.000000,3.000000,1.000000,2.000000,3.000000,2.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,2.000000,5.000000,3.000000,4.000000,26.000000,26.000000,49.000000,36.000000,33.000000,31.000000,40.000000,3.000000,63.000000,2.000000,4.000000,1.000000,1.55630250076729,1.31417610205586,0.00540384947133,14.16941055288756
440.000000,1.000000,23.000000,1.000000,2.000000,5.000000,1.000000,2.000000,0.000000,3.000000,2.000000,3.000000,2.000000,1.000000,3.000000,1.000000,4.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,3.000000,4.000000,3.000000,3.000000,2.000000,2.000000,3.000000,2.000000,3.000000,2.000000,4.000000,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,2.000000,4.000000,2.000000,3.000000,2.000000,3.000000,2.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,2.000000,1.000000,2.000000,1.000000,2.000000,2.000000,3.000000,1.000000,3.000000,2.000000,1.000000,3.000000,2.000000,1.000000,1.000000,2.000000,4.000000,4.000000,3.000000,4.000000,3.000000,4.000000,3.000000,3.000000,4.000000,3.000000,2.000000,3.000000,3.000000,1.000000,2.000000,2.000000,3.000000,5.000000,4.000000,4.000000,3.000000,4.000000,5.000000,18.000000,23.000000,12.000000,11.000000,16.000000,27.000000,21.000000,4.000000,46.000000,1.000000,1.000000,4.000000,1.04139268515823,2.71888737968259,0.00037556384929,13.70297386806386
484.000000,2.000000,31.000000,4.000000,1.000000,5.000000,7.000000,2.000000,,2.000000,2.000000,2.000000,2.000000,3.000000,4.000000,1.000000,3.000000,2.000000,2.000000,3.000000,1.000000,2.000000,2.000000,1.000000,1.000000,3.000000,1.000000,2.000000,1.000000,1.000000,1.000000,1.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,3.000000,4.000000,3.000000,2.000000,4.000000,3.000000,2.000000,2.000000,2.000000,3.000000,2.000000,3.000000,2.000000,2.000000,3.000000,2.000000,3.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3.000000,4.000000,3.000000,2.000000,1.000000,4.000000,2.000000,3.000000,3.000000,3.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,4.000000,4.000000,2.000000,4.000000,3.000000,3.000000,4.000000,3.000000,2.000000,3.000000,2.000000,3.000000,3.000000,3.000000,2.000000,2.000000,2.000000,5.000000,3.000000,2.000000,3.000000,2.000000,2.000000,17.000000,23.000000,14.000000,12.000000,10.000000,21.000000,24.000000,10.000000,43.000000,2.000000,2.000000,4.000000,1.07918124604762,3.75429886366276,0.01351416442950,13.56550757515101
341.000000,2.000000,30.000000,6.000000,2.000000,4.000000,8.000000,2.000000,0.000000,3.000000,5.000000,1.000000,4.000000,1.000000,4.000000,4.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,4.000000,4.000000,1.000000,3.000000,1.000000,1.000000,4.000000,1.000000,3.000000,4.000000,1.000000,1.000000,3.000000,1.000000,4.000000,2.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,4.000000,2.000000,2.000000,4.000000,2.000000,3.000000,4.000000,4.000000,2.000000,3.000000,4.000000,2.000000,4.000000,2.000000,4.000000,2.000000,4.000000,4.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,5.000000,5.000000,2.000000,2.000000,2.000000,2.000000,4.000000,1.000000,1.000000,1.000000,5.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,2.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,4.000000,4.000000,3.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,10.000000,9.000000,11.000000,37.000000,5.000000,39.000000,18.000000,3.000000,25.000000,2.000000,2.000000,3.000000,1.56820172406699,12.65142863325336,0.00239906974659,12.52344188418350
300.000000,1.000000,23.000000,2.000000,2.000000,5.000000,1.000000,1.000000,100.000000,4.000000,1.000000,3.000000,1.000000,4.000000,2.000000,2.000000,4.000000,1.000000,2.000000,3.000000,3.000000,3.000000,1.000000,3.000000,4.000000,1.000000,2.000000,1.000000,1.000000,5.000000,1.000000,4.000000,4.000000,1.000000,2.000000,5.000000,2.000000,5.000000,1.000000,1.000000,4.000000,2.000000,5.000000,5.000000,5.000000,4.000000,6.000000,3.000000,3.000000,5.000000,3.000000,2.000000,5.000000,2.000000,1.000000,2.000000,5.000000,4.000000,4.000000,1.000000,4.000000,1.000000,3.000000,3.000000,3.000000,2.000000,2.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,3.000000,4.000000,2.000000,2.000000,2.000000,2.000000,5.000000,1.000000,1.000000,1.000000,4.000000,1.000000,3.000000,1.000000,4.000000,2.000000,3.000000,2.000000,5.000000,5.000000,4.000000,3.000000,4.000000,3.000000,2.000000,2.000000,3.000000,4.000000,4.000000,5.000000,4.000000,4.000000,2.000000,3.000000,3.000000,3.000000,2.000000,1.000000,2.000000,2.000000,4.000000,25.000000,21.000000,12.000000,38.000000,25.000000,39.000000,34.000000,4.000000,35.000000,1.000000,1.000000,4.000000,1.57978359661681,5.73472307469508,0.01590216037690,12.38052410351094
61.000000,2.000000,18.000000,2.000000,2.000000,2.000000,2.000000,1.000000,40.000000,3.000000,4.000000,2.000000,4.000000,2.000000,4.000000,3.000000,2.000000,3.000000,3.000000,2.000000,4.000000,4.000000,2.000000,4.000000,4.000000,1.000000,4.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,1.000000,4.000000,1.000000,1.000000,4.000000,4.000000,2.000000,2.000000,2.000000,1.000000,1.000000,4.000000,4.000000,5.000000,2.000000,1.000000,4.000000,3.000000,2.000000,5.000000,5.000000,2.000000,2.000000,3.000000,2.000000,4.000000,1.000000,4.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,5.000000,4.000000,2.000000,2.000000,1.000000,2.000000,5.000000,2.000000,1.000000,1.000000,4.000000,1.000000,1.000000,1.000000,4.000000,4.000000,1.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,1.000000,1.000000,4.000000,5.000000,3.000000,4.000000,2.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,2.000000,2.000000,2.000000,13.000000,12.000000,11.000000,34.000000,8.000000,43.000000,18.000000,5.000000,27.000000,1.000000,1.000000,1.000000,1.53147891704226,9.24032169146339,0.00841037233893,12.27370122565726
24.000000,1.000000,23.000000,1.000000,2.000000,6.000000,,2.000000,0.000000,1.000000,3.000000,1.000000,4.000000,1.000000,5.000000,3.000000,1.000000,3.000000,3.000000,2.000000,4.000000,2.000000,2.000000,5.000000,5.000000,2.000000,4.000000,2.000000,2.000000,5.000000,2.000000,3.000000,4.000000,2.000000,2.000000,5.000000,2.000000,5.000000,2.000000,2.000000,5.000000,5.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4.000000,5.000000,5.000000,1.000000,1.000000,5.000000,2.000000,1.000000,4.000000,4.000000,2.000000,2.000000,3.000000,3.000000,2.000000,1.000000,4.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,5.000000,5.000000,1.000000,1.000000,1.000000,1.000000,5.000000,1.000000,1.000000,1.000000,5.000000,1.000000,3.000000,1.000000,5.000000,5.000000,1.000000,1.000000,3.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,3.000000,5.000000,5.000000,4.000000,5.000000,2.000000,3.000000,1.000000,4.000000,4.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,9.000000,13.000000,20.000000,39.000000,5.000000,46.000000,23.000000,2.000000,20.000000,1.000000,1.000000,5.000000,1.66275783168157,11.75898623157211,0.02586786482889,11.60858879075885
